provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,readm_30_ami_hrrp_number_of_readmissions,readm_30_cabg_hrrp_number_of_readmissions,readm_30_copd_hrrp_number_of_readmissions,readm_30_hf_hrrp_number_of_readmissions,readm_30_hip_knee_hrrp_number_of_readmissions,readm_30_pn_hrrp_number_of_readmissions,readm_30_ami_hrrp_number_of_discharges,readm_30_cabg_hrrp_number_of_discharges,readm_30_copd_hrrp_number_of_discharges,readm_30_hf_hrrp_number_of_discharges,readm_30_hip_knee_hrrp_number_of_discharges,readm_30_pn_hrrp_number_of_discharges,readm_30_ami_hrrp_excess_readmission_ratio,readm_30_cabg_hrrp_excess_readmission_ratio,readm_30_copd_hrrp_excess_readmission_ratio,readm_30_hf_hrrp_excess_readmission_ratio,readm_30_hip_knee_hrrp_excess_readmission_ratio,readm_30_pn_hrrp_excess_readmission_ratio,readm_30_ami_hrrp_predicted_readmission_rate,readm_30_cabg_hrrp_predicted_readmission_rate,readm_30_copd_hrrp_predicted_readmission_rate,readm_30_hf_hrrp_predicted_readmission_rate,readm_30_hip_knee_hrrp_predicted_readmission_rate,readm_30_pn_hrrp_predicted_readmission_rate,readm_30_ami_hrrp_expected_readmission_rate,readm_30_cabg_hrrp_expected_readmission_rate,readm_30_copd_hrrp_expected_readmission_rate,readm_30_hf_hrrp_expected_readmission_rate,readm_30_hip_knee_hrrp_expected_readmission_rate,readm_30_pn_hrrp_expected_readmission_rate,value
450596,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,,24.0,27.0,0.0,35.0,,,157.0,167.0,,299.0,1.0032,,0.9611,0.9237,0.9523,0.888,16.0275,,16.9102,19.0221,4.7155,13.6862,15.9766,,17.594,20.5929,4.9518,15.413,1.053952
450597,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,3.0,3.0,2.0,3.0,2.0,,,0.0,27.0,,16.0,,,,151.0,,160.0,,,0.9840000000000001,0.9498,,0.8765,,,18.7302,19.9428,,14.1216,,,19.0344,20.996,,16.1112,1.131607
450604,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,,,11.0,19.0,20.0,21.0,,,90.0,173.0,602.0,243.0,,,0.9316,0.8463,0.8488,0.8355,,,17.3389,16.6362,3.8498,12.274000000000001,,,18.6122,19.6569,4.5356,14.6901,0.9501069999999999
450605,TX,Acute Care Hospitals,Proprietary,1,3,3.0,2.0,,2.0,1.0,1.0,1.0,,,,21.0,0.0,,17.0,,,152.0,,,164.0,,,0.9218,0.9693,,0.8841,,,17.334,18.2051,,14.1593,,,18.8045,18.7819,,16.0162,1.172593
450610,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,43.0,0.0,67.0,138.0,26.0,140.0,252.0,,398.0,711.0,694.0,1038.0,1.0329,0.8803,0.9187,0.9391,0.8637,0.8516,16.3127,11.4914,18.2488,19.9454,4.1585,14.2737,15.7937,13.0536,19.8644,21.2382,4.815,16.7607,1.039188
450617,TX,Acute Care Hospitals,Proprietary,1,1,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,83.0,12.0,200.0,216.0,0.0,194.0,480.0,91.0,913.0,1010.0,,1163.0,0.9686,0.9543,1.032,0.972,0.8645,0.9308,17.6983,15.0564,21.6677,21.5612,5.4131,17.0039,18.2729,15.777000000000001,20.9955,22.183000000000003,6.2616,18.2678,1.079655
450620,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,,,2.0,,1.0,2.0,,,,,0.0,,16.0,,,,,,86.0,,,,1.0132,,1.0629,,,,20.706,,15.0853,,,,20.4371,,14.1931,0.9703959999999999
450634,TX,Acute Care Hospitals,Proprietary,1,1,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,52.0,21.0,52.0,59.0,20.0,116.0,224.0,106.0,381.0,312.0,362.0,587.0,1.1882,1.0744,0.8444,0.9303,1.1261,1.0684,18.6328,17.3036,16.5456,20.3259,4.886,19.1652,15.6811,16.1054,19.594,21.8483,4.3389,17.9382,1.075392
450638,TX,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,29.0,0.0,72.0,103.0,0.0,45.0,146.0,,334.0,376.0,,323.0,1.0423,1.0158,1.0219,1.0964,0.976,0.9217,18.155,16.9096,21.1148,25.8115,5.4353,15.2271,17.4179,16.6465,20.6629,23.5416,5.5689,16.5208,1.11683
450639,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,24.0,0.0,49.0,88.0,0.0,100.0,163.0,,295.0,463.0,,582.0,0.9833,1.0454,0.9357,0.94,1.0306,1.0222,15.327,13.4456,18.0884,19.8168,6.1062,16.9871,15.5871,12.8622,19.332,21.0809,5.9251,16.6184,1.082431
450641,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,3.0,,,,0.0,16.0,,0.0,,,,49.0,,,,,0.9983,1.1031,,0.9913,,,15.1998,20.6488,,12.7096,,,15.2254,18.7184,,12.8207,0.9180229999999999
450643,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,,44.0,73.0,0.0,80.0,,,279.0,339.0,,456.0,0.9461,,0.9119,0.9917,0.9786,0.9882,15.6297,,17.9417,21.6853,4.4332,17.6807,16.5194,,19.6743,21.8666,4.5303,17.8926,1.036935
450644,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,27.0,0.0,34.0,56.0,0.0,67.0,122.0,,203.0,262.0,,387.0,1.0593,1.0118,0.9242,1.0027,0.9263,0.9385,19.2343,16.4479,19.3606,21.3117,4.4239,18.1902,18.1569,16.2564,20.9485,21.2552,4.7757,19.3829,1.176472
450647,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,27.0,0.0,67.0,123.0,20.0,77.0,166.0,,294.0,556.0,465.0,490.0,1.0229,0.9498,1.062,1.0093,0.9789,0.9753,15.4795,14.2619,21.3881,22.0192,4.3901,15.9751,15.133,15.0163,20.14,21.8163,4.4845,16.3793,1.068616
450651,TX,Acute Care Hospitals,Proprietary,1,1,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,38.0,0.0,52.0,75.0,0.0,98.0,201.0,,268.0,372.0,,588.0,1.0787,1.02,0.996,0.9541,0.8894,0.9955,16.7155,13.6924,19.502,20.9369,4.5007,16.7058,15.4964,13.4234,19.5796,21.9438,5.0604,16.7805,1.1204020000000001
450653,TX,Acute Care Hospitals,Proprietary,1,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,11.0,,40.0,40.0,,19.0,31.0,,231.0,138.0,,122.0,1.0727,,0.9896,1.129,,0.9982,21.5254,,17.6071,23.5512,,15.6496,20.0662,,17.7923,20.861,,15.6784,1.037293
450654,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,1.0,,2.0,2.0,,16.0,,0.0,14.0,,82.0,56.0,,,36.0,,408.0,1.0496,,0.9377,1.065,,1.1323,23.0867,,15.2834,27.2474,,18.5138,21.9967,,16.298,25.5854,,16.35,0.942442
450656,TX,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,11.0,,35.0,30.0,0.0,42.0,60.0,,167.0,136.0,,238.0,1.0393,,1.0454,1.0396,1.0744,1.0732,14.6711,,19.2021,20.3418,5.3409,16.1438,14.1158,,18.368,19.5664,4.9709,15.0431,1.054374
450658,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,2.0,3.0,,,,0.0,0.0,,26.0,,,,,,132.0,,,0.9634,0.9817,,1.0490000000000002,,,18.2958,20.6709,,17.8176,,,18.991,21.0571,,16.9858,1.1259540000000001
450659,TX,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,,14.0,36.0,0.0,25.0,,,91.0,174.0,,181.0,1.0288,,0.9477,0.9735,0.9089,0.9059999999999999,20.9826,,19.2866,21.645,3.9425,16.6671,20.3953,,20.3507,22.2349,4.3378,18.3957,1.1337959999999998
450661,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,31.0,0.0,34.0,25.0,0.0,24.0,192.0,,201.0,173.0,,193.0,0.9975,0.9749,0.9851,0.897,0.7766,0.9196,16.2209,15.6097,17.3965,18.2058,3.3243,14.6236,16.2613,16.0124,17.659000000000002,20.297,4.2805,15.9014,1.070869
450662,TX,Acute Care Hospitals,Proprietary,1,1,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,44.0,0.0,64.0,79.0,0.0,109.0,246.0,,297.0,366.0,,548.0,0.9909,1.0588,1.0526,0.9749,1.0051,1.051,18.1105,17.1771,20.4,22.0186,5.1546,19.4069,18.2776,16.2236,19.3799,22.586,5.1287,18.4656,1.053091
450668,TX,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,18.0,0.0,50.0,59.0,22.0,67.0,155.0,,293.0,273.0,344.0,405.0,0.9076,1.0419,0.9517,1.0121,1.1338,1.0036,15.2758,13.4366,18.1761,21.3415,5.6754,16.4974,16.8317,12.8967,19.0976,21.0871,5.0057,16.438,1.059187
450669,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,18.0,0.0,46.0,33.0,0.0,51.0,124.0,,199.0,211.0,,325.0,0.9904,1.0469,1.0586,0.8867,0.8929,0.9275,14.960999999999999,14.8866,21.1681,19.081,3.7448,16.9083,15.1062,14.2196,19.996,21.5199,4.1939,18.2291,1.056646
450670,TX,Acute Care Hospitals,Proprietary,1,1,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,34.0,0.0,79.0,114.0,13.0,107.0,178.0,,421.0,542.0,140.0,711.0,1.0063,0.9981,0.9548,0.9440000000000001,1.2268,0.8911,18.8856,12.6612,19.4997,21.6982,6.3899,15.8877,18.7676,12.6851,20.4223,22.9865,5.2087,17.83,1.171745
450672,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,46.0,13.0,48.0,74.0,33.0,63.0,317.0,141.0,265.0,350.0,755.0,379.0,0.9490000000000001,0.8771,0.9025,0.9582,0.9756,0.9129999999999999,15.4693,12.4613,20.7758,21.9055,4.4348,17.8974,16.3004,14.2069,23.021,22.8615,4.5457,19.602,1.0782049999999999
450674,TX,Acute Care Hospitals,Proprietary,1,3,3.0,,2.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933113
450675,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,27.0,14.0,54.0,92.0,0.0,100.0,151.0,42.0,286.0,394.0,,523.0,1.0328,1.18,0.9864,1.0273,0.9832,1.0395,16.6258,18.7191,19.202,22.9216,5.0768,18.7281,16.0985,15.8632,19.4669,22.311999999999998,5.1634,18.0164,1.088444
450677,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,29.0,0.0,58.0,101.0,0.0,64.0,194.0,,334.0,476.0,,458.0,0.9502,1.0509,0.9261,0.9579,1.146,0.8644,16.5069,15.7918,18.8994,21.7794,5.9315,15.6193,17.3719,15.0263,20.4071,22.736,5.1758,18.0701,1.091127
450678,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,24.0,,42.0,50.0,0.0,57.0,122.0,,237.0,297.0,,366.0,1.0579,,0.9955,0.9218,1.0923,1.0009,16.9877,,17.8456,18.4707,6.0391,15.5612,16.0583,,17.9269,20.0376,5.529,15.547,1.14325
450684,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,27.0,,86.0,117.0,,79.0,148.0,,399.0,516.0,,391.0,1.0019,,1.0114,1.0048,,1.0848,18.164,,21.3604,22.6167,,19.104,18.1287,,21.1206,22.5092,,17.6107,1.049656
450686,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,34.0,23.0,51.0,53.0,13.0,89.0,192.0,99.0,321.0,276.0,161.0,617.0,1.0402,1.1666,0.9228,0.9425,1.2163,0.9101,16.5001,17.5207,17.5241,20.5198,5.692,15.2014,15.8622,15.0189,18.9898,21.7716,4.6798,16.7031,1.043668
450688,TX,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,16.0,,28.0,25.0,0.0,25.0,79.0,,140.0,131.0,,140.0,1.0377,,0.9758,0.9569,1.0148,0.9888,17.4648,,21.2079,21.1632,5.0327,18.2836,16.8306,,21.7347,22.1169,4.9592,18.4909,1.102744
450690,TX,Acute Care Hospitals,Government - State,1,1,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,,20.0,22.0,,38.0,,,158.0,136.0,,298.0,0.9851,,0.8715,0.9179999999999999,,0.8681,16.8509,,18.4751,20.0161,,15.1712,17.1062,,21.1985,21.8051,,17.476,0.9973209999999999
450848,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,,15.0,27.0,0.0,26.0,,,108.0,121.0,,204.0,0.9724,,0.9319,1.0219,0.9431,0.9088,18.0969,,18.1595,21.2223,4.5489999999999995,15.1273,18.6107,,19.4862,20.7678,4.8234,16.6456,0.9718399999999999
450694,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,0.0,0.0,,0.0,,,,,,,,,0.9754,1.014,,0.9672,,,17.7142,23.2468,,16.4921,,,18.1611,22.9256,,17.0507,1.0366469999999999
450697,TX,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,27.0,,27.0,46.0,0.0,24.0,140.0,,132.0,168.0,,171.0,1.0139,,0.988,1.0498,1.114,0.9003,18.6876,,21.0784,25.5164,5.8257,17.2883,18.430999999999997,,21.3342,24.3059,5.2297,19.2021,1.058474
450698,TX,Acute Care Hospitals,Government - Local,1,1,,,,,,2.0,3.0,,,,,,,0.0,,,,,,,,,,,,0.9862,,,,,,15.9597,,,,,,16.1824,0.88507
450702,TX,Acute Care Hospitals,Proprietary,1,1,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,23.0,13.0,55.0,59.0,20.0,49.0,207.0,87.0,346.0,327.0,335.0,353.0,0.9034,1.0028,0.8948,0.9213,1.1076,0.8986,13.8992,14.8301,18.0182,19.5597,5.3648,15.4371,15.3848,14.7893,20.1372,21.2305,4.8434,17.1796,0.999865
450709,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,1.0,,19.0,,23.0,35.0,0.0,42.0,98.0,,156.0,169.0,,310.0,1.0493,,0.9412,0.9757,1.1273,0.9056,16.5189,,17.2716,21.6094,4.6803,15.1857,15.7425,,18.3514,22.1469,4.1519,16.769000000000002,1.1512850000000001
450711,TX,Acute Care Hospitals,Proprietary,1,1,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,41.0,0.0,88.0,168.0,0.0,103.0,170.0,,433.0,628.0,,671.0,1.0727,0.9568,1.004,1.0764,1.026,0.8811,21.5225,17.5112,20.2612,25.9923,6.3261,16.3331,20.0636,18.3021,20.1805,24.1469,6.1656,18.537,0.9566950000000001
450713,TX,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,55.0,17.0,154.0,183.0,16.0,145.0,325.0,128.0,547.0,755.0,247.0,818.0,1.051,1.0070000000000001,1.2911,1.1112,1.1371,1.0627,16.0379,13.0899,24.9227,23.3717,5.4467,17.3432,15.2594,12.9984,19.3031,21.0335,4.7902,16.3198,1.040861
450716,TX,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,14.0,,16.0,26.0,,36.0,86.0,,96.0,105.0,,210.0,0.9826,,0.9714,1.0343,,0.9792,17.4986,,18.6576,22.750999999999998,,17.6684,17.808,,19.2061,21.9966,,18.0443,1.153939
450718,TX,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,17.0,0.0,34.0,47.0,14.0,80.0,146.0,,196.0,288.0,246.0,409.0,0.9465,1.0133,0.9549,0.8684,1.1294,1.046,13.7965,12.305,18.9232,19.3102,4.7291,18.9793,14.5764,12.1439,19.8165,22.2358,4.1871,18.1446,1.068001
450723,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,41.0,0.0,96.0,102.0,0.0,94.0,255.0,,553.0,551.0,,511.0,0.9520000000000001,0.9941,0.9177,0.8931,0.8619,1.0236,17.2357,15.3307,18.3891,19.766,4.7359,18.1566,18.1039,15.4219,20.0381,22.1323,5.4949,17.7388,1.113529
450730,TX,Acute Care Hospitals,Proprietary,0,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,15.0,,34.0,37.0,0.0,49.0,75.0,,194.0,179.0,,291.0,1.0255,,0.9773,0.9666,0.9669,0.9778,17.9961,,18.3058,21.854,4.7846,17.2413,17.5484,,18.7316,22.6094,4.9484,17.6326,1.1467690000000001
450742,TX,Acute Care Hospitals,Proprietary,1,1,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,21.0,,55.0,30.0,,64.0,114.0,,276.0,170.0,,345.0,1.0519,,1.0529,0.9479,,1.0851,15.8615,,18.7117,19.5387,,17.3372,15.0783,,17.7716,20.6121,,15.9773,1.141032
450743,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,25.0,0.0,70.0,60.0,0.0,62.0,132.0,,353.0,265.0,,529.0,1.0468,1.0183,1.0105,1.0415,1.0589,0.8298,16.9058,13.9366,19.6317,21.7018,5.316,13.4924,16.1497,13.6864,19.4268,20.8372,5.0202,16.2597,1.1007120000000001
450746,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,3.0,,,,,,,0.0,,,,,,,,,,,,0.9868,,,,,,13.4965,,,,,,13.6767,1.1185370000000001
450747,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,11.0,,37.0,40.0,0.0,67.0,68.0,,204.0,202.0,,406.0,1.001,,0.9839,0.9834,1.0977,1.0099,16.0949,,18.6606,20.3029,6.6191,16.3791,16.0794,,18.965999999999998,20.6458,6.0298,16.2185,1.049109
490011,VA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,18.0,,30.0,67.0,0.0,58.0,94.0,,163.0,286.0,,329.0,1.0352,,0.9873,1.0418,1.298,1.0239,16.995,,18.9242,22.5387,6.3452,17.2583,16.4166,,19.1681,21.6339,4.8885,16.855999999999998,0.9816360000000001
450749,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,11.0,14.0,,17.0,0.0,,51.0,63.0,,86.0,,,1.0258,1.0252,,1.0447,,,18.3277,19.842,,17.1296,,,17.8668,19.3549,,16.3971,1.42072
450754,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,2.0,3.0,2.0,3.0,,,,23.0,36.0,,46.0,,,114.0,142.0,,256.0,,,1.0139,1.1026,,1.0924,,,19.3799,21.2031,,16.2301,,,19.1139,19.23,,14.8574,1.006787
450755,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,3.0,2.0,2.0,,,,0.0,0.0,,16.0,0.0,,,,,80.0,,,0.943,0.9886,,1.044,,,19.11,19.6648,,17.2434,,,20.2655,19.8917,,16.5169,0.930579
450766,TX,Acute Care Hospitals,Government - State,0,1,4.0,,3.0,,2.0,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.9966360000000001
450771,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,19.0,0.0,35.0,51.0,53.0,57.0,142.0,,244.0,265.0,1198.0,398.0,0.966,1.0390000000000001,0.8989,0.9457,1.0231,0.9446,14.7877,12.669,17.1998,20.5315,4.387,15.0457,15.3076,12.193,19.1352,21.7092,4.2881,15.9276,1.116524
450774,TX,Acute Care Hospitals,Physician,1,1,,,,,3.0,2.0,,,,,,,0.0,,,,,,,,,,,,0.8364,,,,,,3.2485,,,,,,3.884,,0.962275
450775,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,46.0,0.0,150.0,158.0,0.0,124.0,217.0,,623.0,634.0,,608.0,1.0687,0.9192,1.109,1.083,1.0617,1.0802,19.3533,14.8894,22.9361,24.1277,5.8403,19.7162,18.109,16.1975,20.6817,22.2787,5.5011,18.2523,1.0827579999999999
450779,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,,66.0,62.0,39.0,78.0,,,385.0,369.0,1013.0,511.0,0.9561,,0.9313,0.9033,0.925,0.9667,17.6085,,18.3647,18.4523,3.9989999999999997,15.6021,18.4169,,19.7188,20.4276,4.3232,16.1399,1.0457040000000002
450780,TX,Acute Care Hospitals,Proprietary,1,1,,,,,3.0,2.0,,,,,,,0.0,,,,,,,,,,,,0.9054,,,,,,3.3979,,,,,,3.7529,,0.985821
450788,TX,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,49.0,16.0,36.0,99.0,21.0,84.0,275.0,111.0,277.0,493.0,425.0,588.0,1.0366,1.0093,0.8637,0.9757,0.9951,0.8916,17.0531,14.1187,16.4386,20.384,4.9637,15.2806,16.4514,13.989,19.0319,20.8923,4.988,17.1386,1.023998
450797,TX,Acute Care Hospitals,Proprietary,0,1,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839723
450801,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,67.0,11.0,132.0,161.0,37.0,184.0,414.0,140.0,722.0,842.0,473.0,1149.0,1.0206,0.8216,0.9490000000000001,0.9021,1.3535,0.9363,15.8973,12.8434,18.762999999999998,19.8707,6.553,16.3102,15.5758,15.6329,19.7711,22.028000000000002,4.8415,17.4205,1.085301
450803,TX,Acute Care Hospitals,Physician,1,1,2.0,2.0,,2.0,1.0,2.0,2.0,,,,0.0,13.0,,0.0,,,,54.0,,,,,0.9591,1.0084,,0.9399,,,19.6149,23.0972,,17.7756,,,20.452,22.905,,18.9125,1.045615
450804,TX,Acute Care Hospitals,Voluntary non-profit - Other,1,1,5.0,,3.0,,3.0,2.0,,,,,,,32.0,,,,,,1376.0,,,,,,0.7065,,,,,,2.8093,,,,,,3.9763,,0.923451
450808,TX,Acute Care Hospitals,Physician,1,1,,,,,3.0,2.0,,,,,,,0.0,,,,,,,,,,,,0.9543,,,,,,3.4316,,,,,,3.596,,1.101698
450809,TX,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,22.0,12.0,80.0,80.0,22.0,85.0,141.0,71.0,355.0,379.0,386.0,578.0,1.0162,1.0634,1.0833,0.9963,1.1815,0.9274,14.9508,13.8893,21.0221,21.1684,4.8582,15.3709,14.7124,13.0615,19.4049,21.2472,4.1119,16.575,1.038745
450820,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,39.0,11.0,92.0,130.0,15.0,179.0,237.0,70.0,450.0,554.0,264.0,973.0,0.9675,0.9831,0.9929,1.0182,1.0934,0.9796,17.2909,16.6172,20.5521,23.2604,5.0216,18.5094,17.8714,16.903,20.7,22.8444,4.5926,18.895,1.05905
450822,TX,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,2.0,2.0,2.0,2.0,3.0,,0.0,,13.0,24.0,,14.0,,,55.0,105.0,,101.0,0.946,,1.0472,1.0342,,0.9776,13.6438,,18.2082,20.9068,,14.9974,14.4224,,17.3872,20.2155,,15.3414,1.0135530000000001
450825,TX,Acute Care Hospitals,Proprietary,1,3,,,,,2.0,2.0,,,,,,,12.0,,,,,,374.0,,,,,,0.8233,,,,,,4.2271,,,,,,5.1344,,0.881187
450827,TX,Acute Care Hospitals,Proprietary,1,1,4.0,,3.0,2.0,3.0,2.0,3.0,2.0,,,,,18.0,0.0,,,,,348.0,,,,,,1.0368,0.941,,,,,4.9684,13.6673,,,,,4.7919,14.5244,1.124383
450828,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,,14.0,29.0,,32.0,,,99.0,143.0,,201.0,0.9769,,0.9289,0.9613,,0.9727,21.959,,19.1451,21.9977,,16.6293,22.4782,,20.611,22.8826,,17.0967,1.088263
450831,TX,Acute Care Hospitals,Proprietary,1,3,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450833,TX,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,16.0,13.0,,36.0,,,79.0,89.0,,260.0,,,1.0157,0.9288,,0.9338,,,18.9472,19.6552,,15.1787,,,18.6539,21.1621,,16.2548,1.062076
450834,TX,Acute Care Hospitals,Proprietary,1,3,,,,,3.0,2.0,,,,,,,0.0,,,,,,,,,,,,0.9016,,,,,,3.287,,,,,,3.6459,,0.8888510000000001
450840,TX,Acute Care Hospitals,Government - Federal,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,21.0,20.0,0.0,29.0,,,84.0,110.0,,165.0,,,1.0611,0.9834,0.9924,1.0477,,,20.2361,19.088,4.3835,16.1358,,,19.0716,19.4103,4.417,15.4012,1.0873270000000002
450844,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,53.0,0.0,51.0,118.0,0.0,122.0,277.0,,242.0,436.0,,639.0,1.0021,1.0027,1.0047,1.0807,0.9152,1.0109,19.0867,14.4612,20.9417,25.9151,4.4901,19.0017,19.0464,14.422,20.8434,23.9799,4.9064,18.797,1.1129209999999998
450845,TX,Acute Care Hospitals,Proprietary,1,1,,,,,3.0,2.0,3.0,,,,,,11.0,,,,,,350.0,,,,,,0.8915,,,,,,3.7752,,,,,,4.2345,,0.8900540000000001
